Nama_Kota,Curah_Hujan_(mm),Produksi_Padi_2021,Produksi_Padi_2022,Produksi_Padi_2023
Kabupaten Magetan,33.6,"307279,68","266699,89","280592,09"
Kabupaten Malang,90.96,"273358,61","271606,78","279365,91"
Kabupaten Malang,90.96,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,52.36,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,52.36,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,59.06,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,33.6,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,13.34,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,28.98,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,40.37,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,40.37,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,32.58,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,32.38,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,32.38,"8924,08","8103,92","7502,06"
Kabupaten Sampang,39.68,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,31.08,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,22.86,"151157,12",141628,"157273,25"
Kabupaten Sumenep,16.54,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,95.96,"116456,34","115758,01","114874,53"
Kabupaten Tuban,32.32,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,95.96,"237916,96","207217,26","235502,11"
Kota Batu,65.24,"5750,19","6762,57","4862,81"
Kota Blitar,116.06,"247366,27","215482,79","240224,41"
Kota Blitar,116.06,"5793,3","5212,13","5636,68"
Kota Kediri,102.04,"198222,01","168853,55","183533,76"
Kota Kediri,102.04,"9534,86","10197,5","8271,57"
Kota Madiun,33.6,"461798,12","401573,69","437593,08"
Kota Madiun,33.6,"13505,81","11453,92","12169,62"
Kota Malang,47.09,"273358,61","271606,78","279365,91"
Kota Malang,47.09,"11311,4","10771,15","10318,57"
Kota Mojokerto,52.36,"297042,32","281829,41","302890,75"
Kota Mojokerto,52.36,"4414,93","5032,96","3292,78"
Kota Pasuruan,40.37,"264950,78","247255,72","260061,94"
Kota Pasuruan,40.37,"8304,59","7293,69","8020,03"
Kota Probolinggo,32.38,"190180,14","185412,51","201044,34"
Kota Probolinggo,32.38,"8924,08","8103,92","7502,06"
Kota Surabaya,31.08,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,0.87,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,7.09,"513490,07","462205,98","454768,46"
Kabupaten Blitar,4.34,"247366,27","215482,79","240224,41"
Kabupaten Blitar,4.34,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,0.03,674002,"704288,94","705962,63"
Kabupaten Bondowoso,16.64,"258951,46","238677,65","247778,74"
Kabupaten Gresik,2.14,"379666,19","411242,2","417428,58"
Kabupaten Jember,9.57,"615697,87","607371,19","616725,77"
Kabupaten Jombang,0.83,"326826,64","337172,14","346873,45"
Kabupaten Kediri,4.63,"198222,01","168853,55","183533,76"
Kabupaten Kediri,4.63,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,2.14,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,12.23,"295075,52","300829,01","308646,08"
Kabupaten Madiun,1.53,"461798,12","401573,69","437593,08"
Kabupaten Madiun,1.53,"13505,81","11453,92","12169,62"
Kabupaten Magetan,1.53,"307279,68","266699,89","280592,09"
Kabupaten Malang,6.34,"273358,61","271606,78","279365,91"
Kabupaten Malang,6.34,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,2.95,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,2.95,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,1.74,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,1.53,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,2.96,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,2.21,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,3.77,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,3.77,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,2.75,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,3.6,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,3.6,"8924,08","8103,92","7502,06"
Kabupaten Sampang,0.28,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,2.68,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,12.98,"151157,12",141628,"157273,25"
Kabupaten Sumenep,1.67,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,5.41,"116456,34","115758,01","114874,53"
Kabupaten Tuban,0.03,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,5.41,"237916,96","207217,26","235502,11"
Kota Batu,10.13,"5750,19","6762,57","4862,81"
Kota Blitar,4.34,"247366,27","215482,79","240224,41"
Kota Blitar,4.34,"5793,3","5212,13","5636,68"
Kota Kediri,4.63,"198222,01","168853,55","183533,76"
Kota Kediri,4.63,"9534,86","10197,5","8271,57"
Kota Madiun,1.53,"461798,12","401573,69","437593,08"
Kota Madiun,1.53,"13505,81","11453,92","12169,62"
Kota Malang,8.45,"273358,61","271606,78","279365,91"
Kota Malang,8.45,"11311,4","10771,15","10318,57"
Kota Mojokerto,2.95,"297042,32","281829,41","302890,75"
Kota Mojokerto,2.95,"4414,93","5032,96","3292,78"
Kota Pasuruan,3.77,"264950,78","247255,72","260061,94"
Kota Pasuruan,3.77,"8304,59","7293,69","8020,03"
Kota Probolinggo,3.6,"190180,14","185412,51","201044,34"
Kota Probolinggo,3.6,"8924,08","8103,92","7502,06"
Kota Surabaya,2.68,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,9.12,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,2.12,"513490,07","462205,98","454768,46"
Kabupaten Blitar,3.66,"247366,27","215482,79","240224,41"
Kabupaten Blitar,3.66,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,10.22,674002,"704288,94","705962,63"
Kabupaten Bondowoso,5.36,"258951,46","238677,65","247778,74"
Kabupaten Gresik,8.79,"379666,19","411242,2","417428,58"
Kabupaten Jember,1.7,"615697,87","607371,19","616725,77"
Kabupaten Jombang,5.75,"326826,64","337172,14","346873,45"
Kabupaten Kediri,8.3,"198222,01","168853,55","183533,76"
Kabupaten Kediri,8.3,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,8.79,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,2.19,"295075,52","300829,01","308646,08"
Kabupaten Madiun,9.24,"461798,12","401573,69","437593,08"
Kabupaten Madiun,9.24,"13505,81","11453,92","12169,62"
Kabupaten Magetan,9.24,"307279,68","266699,89","280592,09"
Kabupaten Malang,3.97,"273358,61","271606,78","279365,91"
Kabupaten Malang,3.97,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,9.97,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,9.97,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,10.35,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,9.24,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,1.99,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,7.64,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,5.58,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,5.58,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,5.91,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,5.15,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,5.15,"8924,08","8103,92","7502,06"
Kabupaten Sampang,10.42,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,6.42,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,7.87,"151157,12",141628,"157273,25"
Kabupaten Sumenep,8.33,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,5.43,"116456,34","115758,01","114874,53"
Kabupaten Tuban,10.22,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,5.43,"237916,96","207217,26","235502,11"
Kota Batu,7.25,"5750,19","6762,57","4862,81"
Kota Blitar,3.66,"247366,27","215482,79","240224,41"
Kota Blitar,3.66,"5793,3","5212,13","5636,68"
Kota Kediri,8.3,"198222,01","168853,55","183533,76"
Kota Kediri,8.3,"9534,86","10197,5","8271,57"
Kota Madiun,9.24,"461798,12","401573,69","437593,08"
Kota Madiun,9.24,"13505,81","11453,92","12169,62"
Kota Malang,4.87,"273358,61","271606,78","279365,91"
Kota Malang,4.87,"11311,4","10771,15","10318,57"
Kota Mojokerto,9.97,"297042,32","281829,41","302890,75"
Kota Mojokerto,9.97,"4414,93","5032,96","3292,78"
Kota Pasuruan,5.58,"264950,78","247255,72","260061,94"
Kota Pasuruan,5.58,"8304,59","7293,69","8020,03"
Kota Probolinggo,5.15,"190180,14","185412,51","201044,34"
Kota Probolinggo,5.15,"8924,08","8103,92","7502,06"
Kota Surabaya,6.42,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,6.24,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,1.92,"513490,07","462205,98","454768,46"
Kabupaten Blitar,2.98,"247366,27","215482,79","240224,41"
Kabupaten Blitar,2.98,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,10.41,674002,"704288,94","705962,63"
Kabupaten Bondowoso,4.18,"258951,46","238677,65","247778,74"
Kabupaten Gresik,7.06,"379666,19","411242,2","417428,58"
Kabupaten Jember,2.85,"615697,87","607371,19","616725,77"
Kabupaten Jombang,7.37,"326826,64","337172,14","346873,45"
Kabupaten Kediri,8.75,"198222,01","168853,55","183533,76"
Kabupaten Kediri,8.75,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,7.06,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,2.84,"295075,52","300829,01","308646,08"
Kabupaten Madiun,7.88,"461798,12","401573,69","437593,08"
Kabupaten Madiun,7.88,"13505,81","11453,92","12169,62"
Kabupaten Magetan,7.88,"307279,68","266699,89","280592,09"
Kabupaten Malang,4.25,"273358,61","271606,78","279365,91"
Kabupaten Malang,4.25,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,7.26,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,7.26,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,10.11,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,7.88,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,1.55,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,5.97,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,6.57,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,6.57,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,7.86,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,4.48,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,4.48,"8924,08","8103,92","7502,06"
Kabupaten Sampang,8.87,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,6.32,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,4.28,"151157,12",141628,"157273,25"
Kabupaten Sumenep,3.53,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,4.97,"116456,34","115758,01","114874,53"
Kabupaten Tuban,10.41,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,4.97,"237916,96","207217,26","235502,11"
Kota Batu,6.02,"5750,19","6762,57","4862,81"
Kota Blitar,2.98,"247366,27","215482,79","240224,41"
Kota Blitar,2.98,"5793,3","5212,13","5636,68"
Kota Kediri,8.75,"198222,01","168853,55","183533,76"
Kota Kediri,8.75,"9534,86","10197,5","8271,57"
Kota Madiun,7.88,"461798,12","401573,69","437593,08"
Kota Madiun,7.88,"13505,81","11453,92","12169,62"
Kota Malang,5.8,"273358,61","271606,78","279365,91"
Kota Malang,5.8,"11311,4","10771,15","10318,57"
Kota Mojokerto,7.26,"297042,32","281829,41","302890,75"
Kota Mojokerto,7.26,"4414,93","5032,96","3292,78"
Kota Pasuruan,6.57,"264950,78","247255,72","260061,94"
Kota Pasuruan,6.57,"8304,59","7293,69","8020,03"
Kota Probolinggo,4.48,"190180,14","185412,51","201044,34"
Kota Probolinggo,4.48,"8924,08","8103,92","7502,06"
Kota Surabaya,6.32,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,11.03,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,1.9,"513490,07","462205,98","454768,46"
Kabupaten Blitar,6.2,"247366,27","215482,79","240224,41"
Kabupaten Blitar,6.2,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,11.9,674002,"704288,94","705962,63"
Kabupaten Bondowoso,4.04,"258951,46","238677,65","247778,74"
Kabupaten Gresik,15.66,"379666,19","411242,2","417428,58"
Kabupaten Jember,3.46,"615697,87","607371,19","616725,77"
Kabupaten Jombang,6.59,"326826,64","337172,14","346873,45"
Kabupaten Kediri,10.11,"198222,01","168853,55","183533,76"
Kabupaten Kediri,10.11,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,15.66,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,3.64,"295075,52","300829,01","308646,08"
Kabupaten Madiun,6.79,"461798,12","401573,69","437593,08"
Kabupaten Madiun,6.79,"13505,81","11453,92","12169,62"
Kabupaten Magetan,6.79,"307279,68","266699,89","280592,09"
Kabupaten Malang,5.32,"273358,61","271606,78","279365,91"
Kabupaten Malang,5.32,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,14.48,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,14.48,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,10.38,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,6.79,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,3.01,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,6.02,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,8.23,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,8.23,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,5.17,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,4.34,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,4.34,"8924,08","8103,92","7502,06"
Kabupaten Sampang,8.54,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,16.9,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,5.19,"151157,12",141628,"157273,25"
Kabupaten Sumenep,5.35,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,8.07,"116456,34","115758,01","114874,53"
Kabupaten Tuban,11.9,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,8.07,"237916,96","207217,26","235502,11"
Kota Batu,7.44,"5750,19","6762,57","4862,81"
Kota Blitar,6.2,"247366,27","215482,79","240224,41"
Kota Blitar,6.2,"5793,3","5212,13","5636,68"
Kota Kediri,10.11,"198222,01","168853,55","183533,76"
Kota Kediri,10.11,"9534,86","10197,5","8271,57"
Kota Madiun,6.79,"461798,12","401573,69","437593,08"
Kota Madiun,6.79,"13505,81","11453,92","12169,62"
Kota Malang,7.02,"273358,61","271606,78","279365,91"
Kota Malang,7.02,"11311,4","10771,15","10318,57"
Kota Mojokerto,14.48,"297042,32","281829,41","302890,75"
Kota Mojokerto,14.48,"4414,93","5032,96","3292,78"
Kota Pasuruan,8.23,"264950,78","247255,72","260061,94"
Kota Pasuruan,8.23,"8304,59","7293,69","8020,03"
Kota Probolinggo,4.34,"190180,14","185412,51","201044,34"
Kota Probolinggo,4.34,"8924,08","8103,92","7502,06"
Kota Surabaya,16.9,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,3.23,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,0.14,"513490,07","462205,98","454768,46"
Kabupaten Blitar,0.2,"247366,27","215482,79","240224,41"
Kabupaten Blitar,0.2,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,3.36,674002,"704288,94","705962,63"
Kabupaten Bondowoso,0.92,"258951,46","238677,65","247778,74"
Kabupaten Gresik,3.66,"379666,19","411242,2","417428,58"
Kabupaten Jember,0.13,"615697,87","607371,19","616725,77"
Kabupaten Jombang,0.64,"326826,64","337172,14","346873,45"
Kabupaten Kediri,0.66,"198222,01","168853,55","183533,76"
Kabupaten Kediri,0.66,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,3.66,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,0.28,"295075,52","300829,01","308646,08"
Kabupaten Madiun,0.72,"461798,12","401573,69","437593,08"
Kabupaten Madiun,0.72,"13505,81","11453,92","12169,62"
Kabupaten Magetan,0.72,"307279,68","266699,89","280592,09"
Kabupaten Malang,0.22,"273358,61","271606,78","279365,91"
Kabupaten Malang,0.22,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,2.45,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,2.45,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,1.7,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,0.72,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,2.48,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,1.51,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,0.47,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,0.47,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,0.23,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,0.22,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,0.22,"8924,08","8103,92","7502,06"
Kabupaten Sampang,1.64,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,0.46,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,0.89,"151157,12",141628,"157273,25"
Kabupaten Sumenep,1.32,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,0.51,"116456,34","115758,01","114874,53"
Kabupaten Tuban,3.36,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,0.51,"237916,96","207217,26","235502,11"
Kota Batu,1.02,"5750,19","6762,57","4862,81"
Kota Blitar,0.2,"247366,27","215482,79","240224,41"
Kota Blitar,0.2,"5793,3","5212,13","5636,68"
Kota Kediri,0.66,"198222,01","168853,55","183533,76"
Kota Kediri,0.66,"9534,86","10197,5","8271,57"
Kota Madiun,0.72,"461798,12","401573,69","437593,08"
Kota Madiun,0.72,"13505,81","11453,92","12169,62"
